"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Passageiro / Carga Geral;1
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Pesqueiro;1
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Petroleiro;1
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Plataforma Fixa;1
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Rebocador;26
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Saveiro;3
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Traineira;4
"7º ";Capitania Fluvial de Brasília;CPFBRA;DF;Veleiro;1005
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Balsa;18
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Barcaça;6
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Bote;917
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Cábrea;12
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Caiaque;72
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Caique;7
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Canoa;1403
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Carga de Alta Velocidade (HSC Carga);2
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Carga Geral;6
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Chata;6463
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Draga;10
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Empurrador;3
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Flutuante;28
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Hovercraft;2
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Jangada;2
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Jet Boat;30
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Lancha;3735
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Moto-Aquática/similar;4289
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Multicasco (Catamarã, Trimarã, Tetramarã, etc);316
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Outros;13
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Passageiro;1
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Rebocador;1
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Saveiro;1
"7º ";Capitania Fluvial de Goiás;CFGOIA;GO;Veleiro;8
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Balsa;41
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Barcaça;27
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Batelão;1
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Bote;1131
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Caiaque;36
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Caique;5
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Canoa;3323
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Carga Geral;3
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Chata;1251
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Draga;28
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Empurrador;16
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Escuna;4
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Flotel;1
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Flutuante;24
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Hovercraft;1
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Jangada;7
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Jet Boat;95
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Lançador de Linhas;1
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Lancha;5020
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Manuseio de Âncora (AHTS);2
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Moto-Aquática/similar;2613
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Multicasco (Catamarã, Trimarã, Tetramarã, etc);140
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Outros;11
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Passageiro;6
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Passageiro / Carga Geral;2
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Pesqueiro;1
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Rebocador;6
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Saveiro;1
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Traineira;1
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Transporte Escolar;5
"7º ";Capitania Fluvial do Araguaia-Tocantins;CFATOC;TO;Veleiro;8
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Alvarenga;1
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Anfíbia;3
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Apoio à Manobra;1
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Apoio a Mergulho;7
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Apoio a ROV;1
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Balsa;248
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Barcaça;69
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Batelão;67
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Bote;28660
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Cábrea;10
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Caiaque;314
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Caique;6
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Canoa;982
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Carga Geral;6
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Chata;841
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Dique Flutuante;1
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Draga;605
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Embarcação Autônoma;2
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Empurrador;14
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Escuna;49
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Floating, Production, Storage and Off-Loading Unit (FPSO);2
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Flutuante;777
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Graneleiro;1
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Hidroavião;2
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Hovercraft;19
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Iate;41
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Jangada;85
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Jet Boat;189
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Lançador de Linhas;7
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Lancha;23105
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Laser;3
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Manuseio de Âncora (AHTS);20
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Manuseio de Linhas;5
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Moto-Aquática/similar;30944
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Multicasco (Catamarã, Trimarã, Tetramarã, etc);230
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Oceonagráfico;2
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Outros;19315
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Passageiro;14
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Pesqueiro;313
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Pesquisa;4
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Petroleiro;5
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Petroleiro e Químico;2
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Porta-Contentor;2
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Químico;1
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Químico e Gaseiro;1
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Rebocador;180
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;"Roll-on / Roll-off Carga ";1
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Roll-on / Roll-off Passageiro (Ferry Boat);20
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Saveiro;25
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Supridor (Supply);2
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Tanque (transporte de granéis líquidos);2
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Traineira;108
"8º ";Capitania dos Portos de São Paulo;CPSANT;SP;Veleiro;2733
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Alvarenga;1
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Apoio a Mergulho;2
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Balsa;65
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Barcaça;17
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Batelão;2
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Bote;9959
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Caiaque;158
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Caique;4
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Canoa;3463
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Carga Geral;1
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Chata;62
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Dique Flutuante;2
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Draga;84
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Empurrador;4
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Escuna;14
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Flutuante;20
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Graneleiro;1
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Hovercraft;3
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Iate;1
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Jangada;7
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Jet Boat;12
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Lançador de Linhas;1
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Lancha;12165
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Laser;1
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Manuseio de Âncora (AHTS);1
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Moto-Aquática/similar;4800
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Multicasco (Catamarã, Trimarã, Tetramarã, etc);15
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Multipurpose;3
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Outros;5210
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Passageiro;35
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Passageiro / Carga Geral;3
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Pesqueiro;182
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Pesquisa;1
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Petroleiro;2
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Petroleiro e Químico;1
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Rebocador;27
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Roll-on / Roll-off Passageiro (Ferry Boat);5
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Tanque (transporte de granéis líquidos);2
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Traineira;2
"8º ";Capitania dos Portos do Paraná;CPAGUA;PR;Veleiro;708
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Balsa;76
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Barcaça;3
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Batelão;8
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Bote;3577
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Caiaque;41
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Caique;3
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Canoa;76
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Chata;38
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Draga;151
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Empurrador;9
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Escuna;1
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Flutuante;237
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Graneleiro;2
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Jangada;2
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Jet Boat;22
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Lançador de Linhas;19
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Lancha;15725
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Laser;3
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Manuseio de Âncora (AHTS);2
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Moto-Aquática/similar;2795
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Multicasco (Catamarã, Trimarã, Tetramarã, etc);42
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Outros;530
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Passageiro;1
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Rebocador;46
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Tanque (transporte de granéis líquidos);1
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Transporte Escolar;1
"8º ";Capitania Fluvial do Rio Paraná;CPFOZU;PR;Veleiro;35
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Alvarenga;4
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Apoio à Manobra;1
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Balsa;196
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Barcaça;84
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Batelão;115
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Bote;61080
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Cábrea;5
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Caiaque;255
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Caique;16
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Canoa;185
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Carga Geral;11
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Chata;327
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Dique Flutuante;4
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Draga;506
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Empurrador;163
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Escuna;7
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Floating, Production, Storage and Off-Loading Unit (FPSO);1
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Flutuante;613
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Graneleiro;3
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Hovercraft;13
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Iate;5
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Jangada;30
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Jet Boat;91
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Lançador de Linhas;2
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Lancha;14010
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Laser;2
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Manuseio de Âncora (AHTS);8
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Moto-Aquática/similar;12606
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Multicasco (Catamarã, Trimarã, Tetramarã, etc);450
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Multipurpose;2
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Oceonagráfico;2
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Outros;8882
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Passageiro;35
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Pesqueiro;41
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Pesquisa;5
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Plataforma Fixa;2
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Quebra-gelo;2
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Rebocador;77
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Roll-on / Roll-off Passageiro (Ferry Boat);3
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Saveiro;2
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Supridor (Supply);1
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Tanque (transporte de granéis líquidos);2
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Traineira;17
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Transporte de Carga Pesada (Navio de Cargas Especiais);1
"8º ";Capitania Fluvial do Tietê-Paraná;CPFTPR;SP;Veleiro;222
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Apoio a Mergulho;11
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Apoio a ROV;1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Balsa;135
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Barcaça;6
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Batelão;7
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Bote;8971
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Cábrea;2
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Caiaque;65
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Caique;3
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Canoa;394
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Carga Geral;6
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Chata;210
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Dique Flutuante;1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Draga;464
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Empurrador;9
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Escuna;77
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Floating, Production, Storage and Off-Loading Unit (FPSO);1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Flutuante;48
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Hidroavião;1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Iate;16
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Jangada;22
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Jet Boat;36
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Lançador de Linhas;5
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Lancha;11024
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Manuseio de Âncora (AHTS);1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Moto-Aquática/similar;5542
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Multicasco (Catamarã, Trimarã, Tetramarã, etc);76
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Outros;1410
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Passageiro;4
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Passageiro / Carga Geral;1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Pesqueiro;63
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Petroleiro;12
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Petroleiro e Químico;11
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Plataforma Auto-Elevável;1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Plataforma Fixa;1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Químico;1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Rebocador;76
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Saveiro;32
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Supridor (Supply);1
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Tanque (transporte de granéis líquidos);3
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Traineira;138
"8º ";Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;Veleiro;1279
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Alvarenga;3
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Anfíbia;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Balsa;103
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Barcaça;7
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Batelão;9
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Bote;26533
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Cábrea;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Caiaque;71
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Caique;3
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Canoa;9
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Carga Geral;3
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Chata;85
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Draga;259
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Embarcação Autônoma;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Empurrador;27
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Escuna;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Flutuante;45
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Hovercraft;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Iate;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Jangada;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Jet Boat;20
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Lançador de Linhas;5
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Lancha;11308
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Manuseio de Âncora (AHTS);6
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Moto-Aquática/similar;5102
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Multicasco (Catamarã, Trimarã, Tetramarã, etc);104
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Oceonagráfico;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Outros;6954
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Passageiro;13
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Pesqueiro;16
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Rebocador;138
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Traineira;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Transporte Escolar;1
"8º ";Delegacia Fluvial de Guaíra;DLGUAI;PR;Veleiro;32
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Alvarenga;1
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Balsa;73
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Barcaça;11
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Batelão;11
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Bote;17764
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Caiaque;108
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Caique;4
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Canoa;7
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Chata;292
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Dique Flutuante;1
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Draga;99
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Empurrador;17
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Escuna;3
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Flutuante;129
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Hovercraft;1
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Iate;1
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Jangada;5
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Jet Boat;7
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Lançador de Linhas;2
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Lancha;3713
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Manuseio de Âncora (AHTS);3
